category,disease,url
血液腫瘤科,三陰性乳癌治療契機！正確面對三陰性乳癌,https://gooddoctorweb.com/post/511
血液腫瘤科,三陰性乳癌術後三年易復發？現今治療趨勢,https://gooddoctorweb.com/post/510
血液腫瘤科,三陰性乳癌有什麼特性？乳房篩檢怎麼選擇？,https://gooddoctorweb.com/post/509
血液腫瘤科,確診乳癌一定要切乳房嗎？該選擇哪一種重建手術才好？,https://gooddoctorweb.com/post/499
血液腫瘤科,年輕人得大腸癌比較危險？醫師籲及早檢查避免發現就晚期,https://gooddoctorweb.com/post/491
血液腫瘤科,三陰性乳癌晚期先化療再手術？鄭翠芬醫師：增加手術機會及乳房保留機會,https://gooddoctorweb.com/post/487
血液腫瘤科,三陰性乳癌早期確診治療存活率高？要注意哪些家族史？鄭翠芬醫師：定期檢查最重要,https://gooddoctorweb.com/post/486
血液腫瘤科,三陰性乳癌與其他乳癌有何不同？鄭翠芬醫師：治療選擇少風險高,https://gooddoctorweb.com/post/485
血液腫瘤科,大腸癌一定要化療？先認識「免疫評分」,https://gooddoctorweb.com/post/478
血液腫瘤科,年輕型乳癌難察覺死亡率高？醫師籲遠離風險因子多運動,https://gooddoctorweb.com/post/477
血液腫瘤科,防女性十大癌症之首：乳癌　醫：有年輕化趨勢，３種人更要定期檢查,https://gooddoctorweb.com/post/475
血液腫瘤科,三陰性乳癌有哪些治療選擇？晚期治療失敗後還有哪些希望？,https://gooddoctorweb.com/post/463
血液腫瘤科,三陰性乳癌與遺傳有關？轉移和復發風險比較高？,https://gooddoctorweb.com/post/462
血液腫瘤科,三陰性乳癌是什麼？好發年齡以及治療預後如何？,https://gooddoctorweb.com/post/461
血液腫瘤科,皮膚長痣是皮膚癌嗎？醫教簡單３招自我檢測！,https://gooddoctorweb.com/post/444
血液腫瘤科,黑豹查德威克43歲大腸癌逝世！大腸癌年輕族群少警覺？醫籲：勿拖到有症狀才檢查,https://gooddoctorweb.com/post/422
血液腫瘤科,腸癌免化療？！ 不靠偏方，靠免疫評分！,https://gooddoctorweb.com/post/414
血液腫瘤科,沒抽菸也要小心肺癌　醫：５０％患者無抽菸習慣，久咳等症狀速就醫,https://gooddoctorweb.com/post/409
血液腫瘤科,久咳不癒竟可能是肺癌徵兆？醫：超過２～３週等情況應盡早檢查,https://gooddoctorweb.com/post/392
血液腫瘤科,乳癌最怕驗出三陰性？化療易復發難活兩年？劉良智醫師：化療加免疫是新希望,https://gooddoctorweb.com/post/370
血液腫瘤科,發現三陰性乳癌可用免疫治療？劉良智醫師：先驗PD-L1陽性效果佳,https://gooddoctorweb.com/post/369
血液腫瘤科,三陰性乳癌晚期轉移治療難？劉良智醫師：用對免疫治療助延長存活,https://gooddoctorweb.com/post/368
血液腫瘤科,確診三陰性乳癌更要積極治療？劉良智醫師：化療加免疫是目前最好,https://gooddoctorweb.com/post/367
血液腫瘤科,長息肉會罹癌嗎？專家：置之不理可能癌變，高風險族群要注意,https://gooddoctorweb.com/post/366
血液腫瘤科,十大癌症之首大腸癌可預防，國健署：50歲起定期篩檢降死亡風險,https://gooddoctorweb.com/post/360
血液腫瘤科,不明原因發燒咳嗽注意！濾泡性淋巴癌變化大，快速復發存活恐剩五成,https://gooddoctorweb.com/post/312
血液腫瘤科,口腔癌年奪3000命9成為青壯男，嘴破超過2周、口腔腫脹麻木莫輕忽，早期檢查是存活關鍵,https://gooddoctorweb.com/post/284
血液腫瘤科,三陰性乳癌曙光：免疫治療新武器，所有三陰性病友皆適用？最好先驗哪些抗體？,https://gooddoctorweb.com/post/280
血液腫瘤科,三陰性乳癌治療選項，哪一種最適合我？陳訓徹醫師：找到適合藥物治療愈早愈好,https://gooddoctorweb.com/post/279
血液腫瘤科,三陰性乳癌分4種？分子型態大不同？陳訓徹醫師：先測基因找對治療武器,https://gooddoctorweb.com/post/278
血液腫瘤科,大腸癌有辦法在初期就發現？醫：有跡可循，出現這些症狀多加留意,https://gooddoctorweb.com/post/257
血液腫瘤科,卵巢癌關鍵：排卵過勞加月經倒流，醫籲多生育吃對避孕藥可降80%風險,https://gooddoctorweb.com/post/222
血液腫瘤科,發生率第一的女性癌症：乳癌，血腫科醫師李楊成教自我檢查早期發現。,https://gooddoctorweb.com/post/207
血液腫瘤科,寶媽沒抽菸也罹肺癌，哪些人最好提早篩檢？早中晚期症狀治療大不同,https://gooddoctorweb.com/post/171
血液腫瘤科,隱藏癌王小細胞肺癌難活一年　化療合併免疫治療突破瓶頸,https://gooddoctorweb.com/post/169
血液腫瘤科,防範子宮頸癌３部曲：預防、篩檢、接種ＨＰＶ疫苗缺一不可，醫：國一～國三者應盡早施打。,https://gooddoctorweb.com/post/165
血液腫瘤科,卵巢癌初期無臨床症狀，醫：往往發現時已晚期，「維持療法」有利延長整體存活期。,https://gooddoctorweb.com/post/163
血液腫瘤科,子宮頸癌地雷另一半也在其中？醫：非不可逆，早期發現存活率可達９成。,https://gooddoctorweb.com/post/162
血液腫瘤科,腸癌復發非不可逆！維持生存率７招防復發，第一點一定要做到！,https://gooddoctorweb.com/post/85
血液腫瘤科,洗腎久易變泌尿道上皮癌？醫師盤點風險因素：飲水、草藥、重金屬,https://gooddoctorweb.com/post/77
血液腫瘤科,肺癌晚期可用組合療法？免疫+化療+標靶「雞尾酒策略」醫：效果更明顯,https://gooddoctorweb.com/post/63
心臟科,春夏中風、心肌梗塞４地雷！醫：風險族群影響大要小心。,https://gooddoctorweb.com/post/1290
心臟科,春夏也會中風、心肌梗塞！留意相關症狀，年輕人也要小心。,https://gooddoctorweb.com/post/1284
心臟科,常常頭暈、無力留意低血壓！醫：６族群應每日測量血壓防休克。,https://gooddoctorweb.com/post/1250
心臟科,常常頭暈是低血糖？８族群注意４重點，嚴重恐致命！,https://gooddoctorweb.com/post/1248
心臟科,不明胸悶、胸痛等４症狀，即刻撥打119，慎防心肌梗塞！,https://gooddoctorweb.com/post/1243
心臟科,簡單４招消滅壞的膽固醇！助防中風、心肌梗塞、失智症、腎衰竭！,https://gooddoctorweb.com/post/1167
心臟科,天冷吃鍋、進補注意心肌梗塞！醫：４情境留意溫差變化。,https://gooddoctorweb.com/post/1145
心臟科,心悸該怎麼辦？該如何預防？醫：多數無礙，留意症狀慎防心肌梗塞,https://gooddoctorweb.com/post/1078
心臟科,胸痛不可大意！醫：３分鐘觀察，不確定安全即刻就醫！,https://gooddoctorweb.com/post/1043
心臟科,夏天也會心肌梗塞，致死率更高！醫：不明胸痛、牙痛、喉嚨麻等速就醫。,https://gooddoctorweb.com/post/951
心臟科,心房顫動極易腦中風！醫：三高族等注意脈搏早檢查。,https://gooddoctorweb.com/post/948
心臟科,超商女店員半夜背痛　急診竟是狹心症！醫：4情況速就醫防心肌梗塞,https://gooddoctorweb.com/post/788
心臟科,不胖不老也會得高膽固醇！家族史、缺乏運動才是元兇？醫師點名「風險族群」應降更低,https://gooddoctorweb.com/post/714
心臟科,26分鐘有1人死於心臟病　6大壞習慣最傷心血管健康,https://gooddoctorweb.com/post/699
心臟科,血管狹窄前無症狀！你是高膽固醇危險族群嗎？醫師曝膽固醇真相,https://gooddoctorweb.com/post/686
心臟科,中風不可拖！每分鐘腦細胞多死190萬個　注意「微笑舉手說你好」三大徵兆,https://gooddoctorweb.com/post/489
心臟科,主動脈剝離跟家族史有關？長庚研究：最高增6.82倍風險,https://gooddoctorweb.com/post/480
耳鼻喉科,吞嚥困難可能是食道癌？太燙食物、香腸臘肉少吃,https://gooddoctorweb.com/post/773
耳鼻喉科,喉嚨卡卡檢查出腫瘤？哪些疾病是元兇？醫師指兩大常見原因,https://gooddoctorweb.com/post/715
肝膽腸胃科,留意３大常見胃部疾病，胃發炎延遲就醫恐癌變！,https://gooddoctorweb.com/post/1101
肝膽腸胃科,胃病10大NG習慣你中幾個？盡早改善防致病、致癌！,https://gooddoctorweb.com/post/1100
肝膽腸胃科,脹氣怎麼辦？醫教４招助改善！３情況盡早就醫，慎防腸癌等疾病。,https://gooddoctorweb.com/post/1084
肝膽腸胃科,形容不出的腹痛小心腸中風！死亡率達９成，２症狀過４小時速就醫,https://gooddoctorweb.com/post/898
肝膽腸胃科,疫情嚴峻非緊急切勿前往急診！腸胃科專家提醒10點保護自己,https://gooddoctorweb.com/post/854
肝膽腸胃科,久坐又邊講邊吃！逾5成上班族胃脹氣　吳文傑醫師3招救腸胃,https://gooddoctorweb.com/post/727
肝膽腸胃科,常打嗝與心臟病有關？打嗝止不住怎麼辦？腸胃科專家教你4招解決,https://gooddoctorweb.com/post/712
肝膽腸胃科,是腸躁症還是大腸癌？醫：合併貧血、頭暈等症狀速就醫,https://gooddoctorweb.com/post/667
肝膽腸胃科,經常便秘、上完還想上？認識大腸癌徵兆與正確篩檢時間點,https://gooddoctorweb.com/post/514
肝膽腸胃科,幽門桿菌是胃痛火燒心兇手？肝膽腸胃醫：壓力大、飲食不均易造成慢性胃炎,https://gooddoctorweb.com/post/202
肝膽腸胃科,常脹氣、打嗝、放屁？擦薄荷油等方式有助改善！適時懷疑小腸菌叢過多！,https://gooddoctorweb.com/post/90
肝膽腸胃科,６招改善胃食道逆流！胃食道逆流常伴隨胃部疾病，這些ＮＧ飲食、行為別再犯！,https://gooddoctorweb.com/post/35
肝膽腸胃科,膽結石多在檢查才發現！醫指１6個風險族群多留意。,https://gooddoctorweb.com/post/794
肝膽腸胃科,膽結石分二種原因大不同！醫師：長期3部位疼痛要注意,https://gooddoctorweb.com/post/645
肝膽腸胃科,CA19-9數值高預告胰臟癌？胰臟癌難找到初期徵兆，抽菸與家族史是首要危險因子,https://gooddoctorweb.com/post/156
肝膽腸胃科,長期喝酒、飲食過油害胰臟炎？急性胰臟炎劇痛又易復發，醫師提醒防範關鍵,https://gooddoctorweb.com/post/155
肝膽腸胃科,常疲倦、憂鬱、沒理由的變瘦？防範胰臟癌，出現這些症狀早檢查。,https://gooddoctorweb.com/post/149
肝膽腸胃科,避免脂肪肝成肝癌，肥胖、酗酒、Ｃ肝、糖尿病者等要注意。減肥未必能改善，醫：先了解原因。,https://gooddoctorweb.com/post/144
泌尿科,頻尿、夜尿、一直跑廁所？醫指常見１０原因，３種情況盡早檢查！,https://gooddoctorweb.com/post/1113
泌尿科,別憋尿！小心細菌感染恐傷腎。醫：女性風險更高要注意！,https://gooddoctorweb.com/post/1111
泌尿科,腰痛是腎臟病嗎？會洗腎嗎？醫：留意症狀，４種人最容易洗腎！,https://gooddoctorweb.com/post/1088
泌尿科,「關節痛」竟是高風險轉移性攝護腺癌！組合療法救命，找回行動力,https://gooddoctorweb.com/post/920
泌尿科,高壓工作造成睪固酮低下？醫：3大族群當心攝護腺疾病,https://gooddoctorweb.com/post/832
泌尿科,男性如何增加持久度？多打手槍有用嗎？醫教3招鍛鍊有助延長！,https://gooddoctorweb.com/post/741
泌尿科,吃生蠔、掛重物能增勃起硬度？醫教４招真正有助強化！,https://gooddoctorweb.com/post/737
泌尿科,你有多硬？勃起硬度也分等級！醫：硬度不足恐增心肌梗塞風險！,https://gooddoctorweb.com/post/736
泌尿科,早了二十年！他47歲確診攝護腺癌　出現「排尿症狀」快就醫,https://gooddoctorweb.com/post/697
泌尿科,腎不好不能吃香蕉？醫師點名傷腎地雷：止痛藥、不明中草藥保健品少碰,https://gooddoctorweb.com/post/660
泌尿科,還沒40歲疲勞易累硬不起來？當心男性荷爾蒙不足,https://gooddoctorweb.com/post/616
泌尿科,高風險攝護腺癌的評估標準與治療方式,https://gooddoctorweb.com/post/522
泌尿科,男性隱藏殺手？攝護腺癌確診逾3成已晚期，高低風險治療大不同？,https://gooddoctorweb.com/post/504
家庭醫學科,婦剎車竟骨折，原來有骨鬆！醫：中高齡４情境都要注意。,https://gooddoctorweb.com/post/1280
家庭醫學科,高尿酸也易中風、心肌梗塞！地雷不只海鮮，醫教4招趁早改善。,https://gooddoctorweb.com/post/1241
家庭醫學科,肥胖罹癌風險僅次於抽菸！醫舉肝癌３部曲，趁早調整生活可逆轉。,https://gooddoctorweb.com/post/1240
家庭醫學科,關心三高更要注意代謝症候群！中風、心肌梗塞高出３倍，醫教６招逆轉！,https://gooddoctorweb.com/post/1226
家庭醫學科,小中風怎麼辦？醫指６要點，防中風、失智症找上門！,https://gooddoctorweb.com/post/1107
家庭醫學科,高血壓難察覺，他發現已心衰竭！醫：８種人平時應７２２量血壓。,https://gooddoctorweb.com/post/1102
家庭醫學科,高血糖不只「３多１少」！醫：防範９風險，中２個盡早定期檢查。,https://gooddoctorweb.com/post/1098
家庭醫學科,高血脂不是胖的人才會有！醫教４點觀察，防範中風、心肌梗塞。,https://gooddoctorweb.com/post/1097
家庭醫學科,網紅館長壯碩竟糖尿病前期！？醫：胖瘦壯都會得，６風險族群早檢查,https://gooddoctorweb.com/post/893
家庭醫學科,防疫在家更要注意高血脂症！醫教４動作防中風、心肌梗塞找上門！,https://gooddoctorweb.com/post/865
家庭醫學科,年輕高血壓破2成5！恐影響腦心腎　正確量血壓掌握「722原則」,https://gooddoctorweb.com/post/793
家庭醫學科,氣喘是兒童疾病？老人也要小心？破解氣喘四大迷思,https://gooddoctorweb.com/post/789
家庭醫學科,咳嗽、久咳好不了怎麼辦？醫教４招助解咳：可喝紫菜蛋花湯,https://gooddoctorweb.com/post/778
家庭醫學科,糖尿病合併肌少症為一般人3倍 專家：多補充3種營養素,https://gooddoctorweb.com/post/746
家庭醫學科,飲料喝半糖也會糖尿病？營養師分析「含糖地雷」魯肉飯、韓式炸雞上榜,https://gooddoctorweb.com/post/731
家庭醫學科,年輕型糖尿病更棘手？男飲料半糖照樣得。２地雷別踩！,https://gooddoctorweb.com/post/676
家庭醫學科,年紀輕卻下背痛、腳後跟發炎　當心僵直性脊椎炎上身？游泳竟能幫助改善？,https://gooddoctorweb.com/post/580
家庭醫學科,糖尿病洗腎肥胖問題難解？腸泌素顧糖護器官！醫籲：一發現超標盡早治療,https://gooddoctorweb.com/post/572
家庭醫學科,洗腎是生病吃太多藥？哪一種止痛藥會傷腎？醫師籲風險族群勿亂吃,https://gooddoctorweb.com/post/468
家庭醫學科,空污吸太多容易失明？三高、老年人、心血管族群當心眼中風,https://gooddoctorweb.com/post/457
家庭醫學科,塗薄荷、洗鹽水、吃膠原蛋白...止癢偏方真有效？醫師揭異位性皮膚炎正確治療之道,https://gooddoctorweb.com/post/351
家庭醫學科,皮膚狂癢是濕疹還是異位性皮膚炎？哪些食物容易引發症狀？皮膚科醫師：少用植萃產品,https://gooddoctorweb.com/post/350
家庭醫學科,如何避免異位性皮膚炎變嚴重？黃昭瑜醫師教三招自救：乳液放冰箱止癢又冰鎮,https://gooddoctorweb.com/post/348
家庭醫學科,面對思覺失調症患者，親友可以如何面對？如何提供幫助？,https://gooddoctorweb.com/post/338
家庭醫學科,思覺失調症如何穩定、安心用藥？醫指３大重點，患者、親友、醫方共同努力,https://gooddoctorweb.com/post/337
家庭醫學科,思覺失調症＝社會問題？醫：不能以偏概全，它其實如同糖尿病,https://gooddoctorweb.com/post/336
家庭醫學科,洗腎族更易感染？「居家洗腎」腹膜透析受限少，連結雲端病人更安心郭克林醫師,https://gooddoctorweb.com/post/305
家庭醫學科,變天冷熱都會影響血壓，醫：防心腦血管病變注意這６點,https://gooddoctorweb.com/post/300
家庭醫學科,防範高血壓引腦中風、腎臟病，醫教準確測量及7招改善，40開始就要做,https://gooddoctorweb.com/post/275
家庭醫學科,腦中風致殘奪命，男性肥胖嗜鹹機率高！少吃煎炸高膽固醇，運動後勿直接洗澡,https://gooddoctorweb.com/post/274
家庭醫學科,喘咳痰3周當心肺阻塞避免肺功能惡化醫：及早就醫、正確用藥是關鍵,https://gooddoctorweb.com/post/241
家庭醫學科,咳不停是新型冠狀病毒感染？咳喘痰3周當心肺阻塞更要命！,https://gooddoctorweb.com/post/218
家庭醫學科,糖尿病年輕化警訊：喝含糖飲料成癮、高血糖無症狀！營養師籲每天限糖50克,https://gooddoctorweb.com/post/206
家庭醫學科,當心流感與不明肺炎？肺阻塞病人如何自保？,https://gooddoctorweb.com/post/180
家庭醫學科,皮膚搔癢難耐？異位性皮膚炎影響超乎想像，如何治療及改善？醫師精闢剖析。,https://gooddoctorweb.com/post/168
家庭醫學科,鍾尚分醫師：糖尿病患為何多洗腎？亂吃偏方不吃藥更危險？,https://gooddoctorweb.com/post/160
家庭醫學科,慢性病藥物吃多會洗腎？洗腎４成自糖尿病，不吃藥是關鍵。３重點防洗腎！,https://gooddoctorweb.com/post/75
家庭醫學科,大降糖尿病中風、死亡風險，掌控好各項數值，醫教４招保護好心血管,https://gooddoctorweb.com/post/38
家庭醫學科,糖尿病也要注意低血糖！醫：血糖太高或太低都傷腦,https://gooddoctorweb.com/post/37
家庭醫學科,常頭暈、無力、冒冷汗？低血糖極具危險性，防低血糖３大情況盡早檢查！,https://gooddoctorweb.com/post/36
血液腫瘤科,小細胞肺癌易咳嗽　黃明賢醫師：咳兩週要檢查,https://gooddoctorweb.com/post/599
血液腫瘤科,小細胞肺癌治療瓶頸？黃明賢醫師：化療沒進步,https://gooddoctorweb.com/post/598
血液腫瘤科,免疫療法對小細胞肺癌有利？黃明賢醫師：可提升患者存活,https://gooddoctorweb.com/post/597
血液腫瘤科,小細胞肺癌跟肺腺癌症狀不同　林建中醫師：標靶藥不適用小細胞肺癌,https://gooddoctorweb.com/post/596
血液腫瘤科,小細胞肺癌只能化療嗎？林建中醫師：化療效果好但易復發 免疫治療可幫忙,https://gooddoctorweb.com/post/595
血液腫瘤科,該自費做免疫治療嗎？ 林建中醫師：經濟許可建議做免疫治療,https://gooddoctorweb.com/post/594
血液腫瘤科,小細胞肺癌症狀較嚴重　魏裕峰醫師：化療對7成患者有效,https://gooddoctorweb.com/post/593
血液腫瘤科,化學治療好恐怖？魏裕峰醫師：僅3成有副作用 別放棄治療,https://gooddoctorweb.com/post/592
血液腫瘤科,免疫治療好處？魏裕峰醫師：一開始就做反應最好,https://gooddoctorweb.com/post/591
營養科,防便祕、大腸癌、護血管！膳食纖維營養師４招簡單吃滿。,https://gooddoctorweb.com/post/1278
營養科,怎麼喝水比較健康？營養師４觀念：別一次喝光，有喝像沒喝！,https://gooddoctorweb.com/post/1267
營養科,葉黃素這３種食材都吃得到！營養師教４招更有助養眼。,https://gooddoctorweb.com/post/1255
營養科,懷孕飲食怎麼吃？簡單３觀念，媽咪營養師這樣吃！,https://gooddoctorweb.com/post/1223
營養科,牛奶、豆奶、燕麥奶有何差別？一張圖看懂，適合族群各不同！,https://gooddoctorweb.com/post/1215
營養科,紫色食物助防癌、抗老！營養師推6食材，白米換紫米更健康。,https://gooddoctorweb.com/post/1214
營養科,10大年菜這樣吃更健康！營養師：調整飲食順序助控糖。,https://gooddoctorweb.com/post/1202
營養科,退化性關節炎該怎麼辦？營養師４招：地中海飲食助改善！,https://gooddoctorweb.com/post/1151
營養科,吃素進補怎麼吃？營養師推４食材補得更到位！,https://gooddoctorweb.com/post/1143
營養科,吃太辣要如何解辣？營養師推４飲品，別吃太辣傷腸胃！,https://gooddoctorweb.com/post/1138
營養科,防骨鬆、骨折別只補鈣、喝牛奶！營養師指６關鍵有助防範。,https://gooddoctorweb.com/post/1126
營養科,進補因人而異，盲目進補恐傷身！醫：把握４觀念更養生。,https://gooddoctorweb.com/post/1125
營養科,防健忘、失智怎麼吃？營養師指７種食材助養腦！,https://gooddoctorweb.com/post/1080
營養科,芹菜素助防癌、防阿茲海默症！營養師指常見食材，不只芹菜才有。,https://gooddoctorweb.com/post/1057
營養科,兒茶素利減肥、防失智、助防癌！營養師：不只綠茶，這些都吃得到。,https://gooddoctorweb.com/post/1055
營養科,蓮霧低糖、護眼、促排毒、顧血管！營養師：糖友一天４顆也OK。,https://gooddoctorweb.com/post/1054
營養科,釋迦有助保養血管、增強免疫力！營養師教２保存吃滿營養！,https://gooddoctorweb.com/post/1053
營養科,柚子助排便、排毒、防癌、低熱量，營養師：好處多平常就可以吃！,https://gooddoctorweb.com/post/1048
營養科,糖友、三高、痛風留意烤肉醬！營養師４招避開隱藏地雷。,https://gooddoctorweb.com/post/1047
營養科,掉髮、白髮、無光澤怎麼吃？營養師指常見養髮食材，用吃的保養！,https://gooddoctorweb.com/post/1045
營養科,益生菌養生，益生質也要夠！營養師指７大類食材都攝取得到。,https://gooddoctorweb.com/post/1041
營養科,蔬果顏色、營養、好處各不同。營養師推２吃法增強免疫力！,https://gooddoctorweb.com/post/1040
營養科,「睡覺防疫法」研究發現風險降12%！５大營養有助睡眠、維持免疫力。,https://gooddoctorweb.com/post/1035
營養科,瘦子易免疫低下、感染、生病。營養師簡單３招助健康增胖！,https://gooddoctorweb.com/post/1033
營養科,洋蔥防癌、防三高、防骨鬆。營養師教２吃法更助養生！,https://gooddoctorweb.com/post/1017
營養科,防癌之王：大蒜！橫切生吃更健康。營養師提醒４種人少吃。,https://gooddoctorweb.com/post/1014
營養科,泡菜吃多易胃癌？營養師４觀念每天吃助養生！,https://gooddoctorweb.com/post/974
營養科,味增湯助防癌、養生、抗氧化！營養師：白天喝更有助健康！,https://gooddoctorweb.com/post/972
營養科,簡單４招健康吃泡麵！營養師指真正３地雷：麵其實無防腐劑。,https://gooddoctorweb.com/post/961
營養科,缺鈣易骨鬆、三高、傷全身！營養師推10種食材助補鈣。,https://gooddoctorweb.com/post/960
營養科,９成國人缺鉀關鍵！營養師：補鉀這樣吃防中風、心肌梗塞,https://gooddoctorweb.com/post/943
營養科,避免缺鋅易生病、感染、貧血，營養師推４類食材助補鋅！,https://gooddoctorweb.com/post/942
營養科,營養師推薦的８種零食！在家解饞又健康，黑巧克力還助減肥！,https://gooddoctorweb.com/post/941
營養科,常常失眠、睡不著？營養師推熱牛奶等５飲品有助改善！,https://gooddoctorweb.com/post/940
營養科,綠茶護心、顧肝、助減肥！營養師指10大好處，加３物效果再提升,https://gooddoctorweb.com/post/930
營養科,７類營養素助防疫、提升保護力！營養師：有助抗病毒、抗發炎、抗氧化,https://gooddoctorweb.com/post/912
營養科,在家做肉粽，免群聚買粽！營養師教簡單代換食材，美味又健康！,https://gooddoctorweb.com/post/894
營養科,肉粽保存別放超過２週！營養師：保存注意２要點避免吃下細菌,https://gooddoctorweb.com/post/892
營養科,粽子怎麼吃不易胖、更健康？營養師６撇步安心吃粽沒在怕！,https://gooddoctorweb.com/post/888
營養科,香菜助抗氧化、降血壓、強化肝臟　營養師：配臭豆腐等食物更營養！,https://gooddoctorweb.com/post/834
營養科,蜂蜜、黑糖、砂糖誰健康？蜂蜜可取代砂糖？營養師揭露顛覆想像！,https://gooddoctorweb.com/post/799
營養科,蜂蜜搭對食物有助健康！有哪些好處？哪些不宜？一次詳解,https://gooddoctorweb.com/post/796
營養科,老是腰酸背痛、關節痠痛？醫推４大類食物強筋健骨！,https://gooddoctorweb.com/post/755
營養科,痔瘡能吃什麼？不能吃什麼？醫推６類食物防痔瘡！,https://gooddoctorweb.com/post/751
營養科,吃水果飯前、飯後哪個健康？水果時程表一張圖秒懂！,https://gooddoctorweb.com/post/729
營養科,清明節吃潤餅留意３地雷　４招變得更營養，還有助減肥！,https://gooddoctorweb.com/post/708
營養科,缺鐵易疲倦、掉髮、生病　紫菜蛋花湯等５湯品有助補鐵！,https://gooddoctorweb.com/post/692
營養科,鮭魚護眼、護心又護腦　營養師：掌握一周份量更健康,https://gooddoctorweb.com/post/685
營養科,鳳梨促排毒、護血管！營養師：３招不咬舌，輕鬆做料理！,https://gooddoctorweb.com/post/662
營養科,提神吃什麼？營養師點名5食物：調節神經促進大腦血流,https://gooddoctorweb.com/post/647
營養科,健康年菜攻略！李婉萍：選對方式簡單、美味又營養！,https://gooddoctorweb.com/post/638
營養科,天冷喝熱飲要選對！營養師教你喝出好循環抗寒保暖,https://gooddoctorweb.com/post/620
營養科,飲食全吃水煮較健康？專家：小心荷爾蒙大亂！４招吃夠營養,https://gooddoctorweb.com/post/612
