category,disease,url
心臟科,淺談中老年人的周邊血管疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1061
胸腔內科,淺談慢性阻塞性肺病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1615
胸腔內科,您「咳」了嗎！,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1614
胸腔內科,肺阻塞簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1592
胸腔內科,認識咳嗽,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1526
胸腔內科,慢性阻塞性肺病患者的秋冬肺部保養,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1525
胸腔內科,武漢肺炎簡介及因應之道,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1495
胸腔內科,慢性阻塞性肺病患者的秋冬肺部保養,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1432
胸腔內科,認識影響人體的細懸浮微粒(PM2.5),https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1410
胸腔內科,支氣管擴張症(Bronchiectasis),https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1343
胸腔內科,空氣汙染與肺部疾病息息相關,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1341
胸腔內科,冬季呼吸道疾病保養,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1340
胸腔內科,淺談慢性咳嗽,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1277
胸腔內科,淺談肺結核,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1276
胸腔內科,肺癌知多少,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1268
胸腔內科,氣喘治療面面觀,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1205
胸腔內科,淺談肺結核,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1182
神經內科,偏頭痛治療的新展望,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1599
神經內科,叢發性頭痛,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1496
神經內科,小心！這些就是腦中風的預兆,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1448
神經內科,關心長者 留意失智症前兆,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1440
神經內科,缺血性腦中風的急性期處理,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1308
神經內科,腦中風的急性處理,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1278
神經內科,淺談心房顫動與腦中風,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1233
神經內科,怕今生是朕?淺談巴金森氏症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1202
神經內科,淺談偏頭痛,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1187
神經內科,淺談腦中風,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1176
神經內科,失智症警訊不可輕忽,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1137
神經內科,淺談失智症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1086
神經內科,癲癇的認識,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1049
神經內科,偏頭痛，不要忍,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=667
神經內科,記憶力減退，是失智症嗎？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=167
神經內科,認識腦中風,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=166
肝膽腸胃科,大腸鏡檢查後的追蹤與建議,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1542
肝膽腸胃科,嚴凱泰跟安迪都躲不掉的食道癌  但，真的躲不掉嗎?,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1494
肝膽腸胃科,善與惡之間的距離 因為愛遇見你,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1493
肝膽腸胃科,擾人的大腸激躁症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1485
肝膽腸胃科,肝癌藥物治療新訊,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1413
肝膽腸胃科,『腸』檢查保健康,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1390
肝膽腸胃科,漫談急性胰臟炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1285
肝膽腸胃科,談B型與C型肝炎治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1259
肝膽腸胃科,您應該要知道的慢性肝炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1212
肝膽腸胃科,漫談胃食道逆流症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1170
肝膽腸胃科,消化潰瘍,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1169
肝膽腸胃科,考生注意「別讓大腸急躁症壞了好成績」,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1168
肝膽腸胃科,冬季常見的腸胃道疾病-急性腸胃炎及上消化道出血,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1149
肝膽腸胃科,食道失遲緩症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1148
肝膽腸胃科,夏季腸胃保健之道,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1127
肝膽腸胃科,你累了嗎？淺談慢性肝炎的基本概念,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1081
新陳代謝科,做好血脂肪控制，遠離心血管疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1611
新陳代謝科,新冠病毒、防護及疫苗,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1610
新陳代謝科,面對亞健康,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1538
新陳代謝科,痛風,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1506
新陳代謝科,認識糖尿病的致病機轉,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1480
新陳代謝科,糖尿病簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1437
新陳代謝科,高血糖、糖尿病前期與糖尿病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1429
新陳代謝科,糖尿病個案的運動處方,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1419
新陳代謝科,認識胰島素,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1416
新陳代謝科,糖尿病的急性併發症-低血糖,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1415
新陳代謝科,代謝症候群與糖胖症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1395
新陳代謝科,糖尿病與戒菸,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1393
新陳代謝科,糖尿病患冬季保健小知識,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1338
新陳代謝科,痛風?這是什麼病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1337
新陳代謝科,認識甲狀腺機能亢進症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1330
新陳代謝科,重視糖尿病的餐後高血糖,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1321
免疫風濕科,痛風性關節炎的臨床表現及正確治療觀念,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1539
免疫風濕科,醫師，為什麼我有反覆性的風濕症?,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1411
免疫風濕科,不靠類固醇，用免疫療法治好嚴重皮膚疾病！,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1206
免疫風濕科,老年人常見的骨骼關節疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1186
免疫風濕科,認識乾癬成因與治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1181
免疫風濕科,關節炎患者冬季保健提醒,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1158
免疫風濕科,年長者常見的骨骼關節疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=671
免疫風濕科,乾癬，不只是皮膚的問題,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=644
免疫風濕科,乾癬與乾癬性關節炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=208
免疫風濕科,男性好發之風濕免疫疾病—痛風性關節炎與僵直性脊椎炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=207
免疫風濕科,淺談自體免疫疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=206
免疫風濕科,口乾、眼乾　當心休格林氏症上身,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=205
放射腫瘤科,放射線治療之皮膚反應及照護,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1473
放射腫瘤科,癌症篩檢的目的與重要性,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1471
放射腫瘤科,癌症治療的邏輯與節奏,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1280
放射腫瘤科,如何保留癌症病人的生育能力,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1230
放射腫瘤科,參加國健局癌症診療品質認證的意義,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1147
放射腫瘤科,日新月異的癌症治療工具,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1110
放射腫瘤科,正子電腦斷層在癌症防治的角色,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1109
放射腫瘤科,癌症篩檢─早期診斷及早治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1066
放射腫瘤科,影像導航弧旋刀治療技術簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1041
放射腫瘤科,放射治療新利器IGRT影像導航弧旋刀  提升癌症治療品質,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1039
放射腫瘤科,化學治療與生物療法所致過敏反應,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=608
放射腫瘤科,化學治療的外滲(Extravasation),https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=607
放射腫瘤科,放射線治療之皮膚護理,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=596
放射腫瘤科,癌症狂潮席捲而來，我們做好準備了嗎？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=566
放射腫瘤科,突破傳統新方法 量身訂做一份癌症治療計畫,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=565
放射腫瘤科,癌症來勢洶洶，預防絕對勝於治療！,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=216
感染科,嚴重特殊傳染性肺炎(COVID-19)簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1507
感染科,小傷口別大意 談蜂窩性組織炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1443
感染科,防治觀念In 腸病毒Out,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1420
感染科,居家照護之感染管制建議,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1331
感染科,伊波拉病毒~知多少,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1232
感染科,正確洗手，跟病菌說bye bye,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1095
感染科,如何因應超級抗藥細菌的挑戰,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1082
感染科,肺結核防治,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1044
感染科,流行性感冒,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=590
感染科,一個問候語：你洗手未？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=243
感染科,小兒麻痺,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=242
感染科,破傷風,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=241
感染科,蜂窩組織炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=240
感染科,痲疹,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=239
感染科,水痘,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=238
感染科,感染管制與病人安全,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=237
腎臟內科,血尿,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1612
腎臟內科,認識良性蛋白尿,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1520
腎臟內科,如果驗出有尿蛋白，就一定是腎臟病嗎？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1519
腎臟內科,淺談病理性蛋白尿,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1518
腎臟內科,淺談蛋白尿,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1517
腎臟內科,慢性腎臟病治療 多方配合保健康,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1475
腎臟內科,注意腎臟警訊 提早發現及時治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1474
腎臟內科,腎利六法！謹腎保健康,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1386
腎臟內科,飲食選對邊  腎臟低負擔,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1348
腎臟內科,初期腎臟病人自我保護,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1329
腎臟內科,醫生我的腳水腫，敢是腰子壞去？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1263
腎臟內科,洗腎病患水分的控制,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1256
腎臟內科,銀髮族的腎臟保健,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1255
腎臟內科,妙手回春之握球運動訓練,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1252
腎臟內科,預防感染之透析前廔管清潔步驟,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1251
腎臟內科,水腫知多少,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1134
精神科,失智症及其照護 提升患者生活品質,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1459
精神科,妄想症起因多 藥物心理雙管齊下,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1458
精神科,家中長輩突然說東西被偷了？---淺談失智症之行為精神症狀照護,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1401
精神科,不知不覺上癮了！手機成癮症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1342
精神科,海洛因成癮問題多---丁基原啡因替代治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1290
精神科,自律神經失調,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1289
精神科,關懷〝青少年身心健康〞,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1218
精神科,長輩的精神疾患—淺談失智症合併行為及精神疾患,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1156
精神科,季節性情緒失調(Seasonal Affective Disorder),https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1155
精神科,景氣低迷，身心健康也亮紅燈,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1101
精神科,眾人皆睡我獨醒 － 失眠,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1035
精神科,“瞻妄”是什麼？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=619
精神科,淺談精神疾病引起的失眠症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=231
精神科,荷爾蒙與心情跳的雙人舞　經前不悅症候群,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=230
精神科,現代人的文明病 － 失眠症,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=229
精神科,家庭暴力的省思,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=228
血液腫瘤科,海洋性貧血,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=362&gp=361&id=1509
外科,糖尿病內外科共治中心的使命,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1481
外科,腹股溝疝氣免煩惱,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1402
外科,不用再忍受肋骨骨折的疼痛了 創新小傷口肋骨骨折復位內固定手術改善胸部創傷病人預後,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1346
外科,從臉部老化的結構變化談醫學美容應用,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1297
外科,消化性潰瘍併發症的手術處理,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1250
外科,小小幾粒，大大問題；慢慢傷害，快快處理-淺談副甲狀腺功能亢進,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1217
外科,漫談胰臟癌的治療,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1107
外科,大腸憩室炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1058
外科,膽結石與膽囊炎,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1057
外科,腸道健康  大腸直腸、肛門疾病不上身,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1048
外科,乳癌篩檢  報給妳知,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=672
外科,惱人的副乳,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=598
外科,乳癌手術之進展,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=317
外科,乳腺發炎該怎麼辦？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=316
外科,難言之隱----痔瘡,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=315
外科,乳房自我檢查‧預防乳房疾病,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=314
骨科,新月形微創人工關節手術 重拾『膝』望,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1424
肝膽腸胃科,銀髮族常見的疾病 大腸直腸癌簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1589
肝膽腸胃科,後顧之憂─痔瘡,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1108
肝膽腸胃科,大腸直腸微創手術中心,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1040
肝膽腸胃科,大腸直腸癌的防治,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1031
肝膽腸胃科,大腸直腸癌之身體警訊,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=673
肝膽腸胃科,如何發現大腸直腸癌之身體警訊,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=569
肝膽腸胃科,大胖子也有春天,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=309
心臟科,下肢靜脈曲張,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1596
心臟科,非武漢病毒的急性呼吸衰竭症—葉克膜的幫忙,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1540
心臟科,糖尿病足部潰瘍和截肢,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=617
心臟科,"新年""心""希望",https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=568
心臟科,認識葉克膜(ECMO)體外維生系統,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=329
心臟科,認識主動脈剝離,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=328
心臟科,下肢靜脈曲張怎麼辦？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=327
心臟科,心臟疾病手術－心臟腫瘤切除術,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=326
心臟科,心臟疾病手術－冠狀動脈繞道術,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=325
心臟科,心臟疾病手術－主動脈瓣閉鎖不全,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=324
心臟科,心臟疾病手術－主動脈瓣狹窄,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=323
心臟科,心臟疾病手術－二尖瓣閉鎖不全,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=322
心臟科,心臟疾病手術－二尖瓣狹窄,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=321
心臟科,心臟疾病手術－動脈導管閉鎖不全,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=320
心臟科,心臟疾病手術－心房間隔缺損,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=319
心臟科,心臟疾病手術－心室中隔缺損,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=318
整形外科,雙眼皮手術打造魅力電眼,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=1530
整形外科,疤痕的預防及照護,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=587
整形外科,狐臭,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=580
整形外科,不動刀的整型手術—“微整型”，讓自己更亮麗、更有自信,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=577
整形外科,夏日皮膚保養新鮮事,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=576
整形外科,美容整形手術 － 拉皮手術介紹,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=336
整形外科,眼袋美容整形手術簡介,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=335
整形外科,抽脂術,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=334
整形外科,疤痕整形該何時做最合適？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=333
整形外科,乳頭凹陷及乳頭肥大,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=332
整形外科,告別禿頭　青春再現,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=331
整形外科,陳年老疤還有救嗎？,https://www.jah.org.tw/form/index-1.asp?m=3&m1=8&m2=363&gp=361&id=330
