category,disease,url
眼科,兒童弱視,https://kb.commonhealth.com.tw/library/101.html
眼科,白內障,https://kb.commonhealth.com.tw/library/103.html
眼科,針眼,https://kb.commonhealth.com.tw/library/104.html
眼科,青光眼,https://kb.commonhealth.com.tw/library/105.html
眼科,黃斑部病變,https://kb.commonhealth.com.tw/library/106.html
耳鼻喉科,鼻咽癌,https://kb.commonhealth.com.tw/library/50.html
耳鼻喉科,流行性感冒,https://kb.commonhealth.com.tw/library/68.html
耳鼻喉科,類流感,https://kb.commonhealth.com.tw/library/90.html
耳鼻喉科,一般感冒,https://kb.commonhealth.com.tw/library/97.html
耳鼻喉科,異物卡進耳道,https://kb.commonhealth.com.tw/library/149.html
耳鼻喉科,嗅覺異常,https://kb.commonhealth.com.tw/library/153.html
耳鼻喉科,小唾液腺囊腫,https://kb.commonhealth.com.tw/library/154.html
耳鼻喉科,先天性聽力障礙,https://kb.commonhealth.com.tw/library/155.html
耳鼻喉科,唾液腺結石,https://kb.commonhealth.com.tw/library/156.html
耳鼻喉科,耳中風,https://kb.commonhealth.com.tw/library/157.html
耳鼻喉科,聲音沙啞,https://kb.commonhealth.com.tw/library/164.html
耳鼻喉科,聲帶結節,https://kb.commonhealth.com.tw/library/165.html
皮膚科,帶狀疱疹,https://kb.commonhealth.com.tw/library/137.html
皮膚科,香港腳,https://kb.commonhealth.com.tw/library/233.html
皮膚科,皺紋,https://kb.commonhealth.com.tw/library/234.html
皮膚科,痣,https://kb.commonhealth.com.tw/library/235.html
皮膚科,脂漏性皮膚炎,https://kb.commonhealth.com.tw/library/236.html
皮膚科,乾癬,https://kb.commonhealth.com.tw/library/237.html
皮膚科,異位性皮膚炎,https://kb.commonhealth.com.tw/library/238.html
皮膚科,頭皮屑,https://kb.commonhealth.com.tw/library/239.html
皮膚科,濕疹,https://kb.commonhealth.com.tw/library/240.html
皮膚科,曬傷,https://kb.commonhealth.com.tw/library/241.html
皮膚科,蕁麻疹,https://kb.commonhealth.com.tw/library/242.html
皮膚科,皮膚癌,https://kb.commonhealth.com.tw/library/243.html
精神科,自閉症,https://kb.commonhealth.com.tw/library/367.html
精神科,強迫症,https://kb.commonhealth.com.tw/library/368.html
精神科,厭食症,https://kb.commonhealth.com.tw/library/369.html
精神科,創傷後壓力症候群,https://kb.commonhealth.com.tw/library/370.html
精神科,注意力不足過動症,https://kb.commonhealth.com.tw/library/371.html
精神科,妥瑞氏症,https://kb.commonhealth.com.tw/library/372.html
精神科,焦慮症,https://kb.commonhealth.com.tw/library/373.html
精神科,產後憂鬱症,https://kb.commonhealth.com.tw/library/374.html
精神科,幽閉恐懼症,https://kb.commonhealth.com.tw/library/375.html
精神科,社交焦慮症,https://kb.commonhealth.com.tw/library/376.html
精神科,亞斯伯格症,https://kb.commonhealth.com.tw/library/377.html
精神科,情緒障礙,https://kb.commonhealth.com.tw/library/378.html
泌尿科,尿路結石,https://kb.commonhealth.com.tw/library/18.html
泌尿科,攝護腺癌,https://kb.commonhealth.com.tw/library/26.html
泌尿科,泌尿道感染,https://kb.commonhealth.com.tw/library/67.html
泌尿科,血尿,https://kb.commonhealth.com.tw/library/79.html
泌尿科,間質性膀胱炎,https://kb.commonhealth.com.tw/library/116.html
泌尿科,頻尿,https://kb.commonhealth.com.tw/library/170.html
泌尿科,梅毒,https://kb.commonhealth.com.tw/library/176.html
泌尿科,淋病,https://kb.commonhealth.com.tw/library/181.html
泌尿科,泌尿道上皮細胞癌,https://kb.commonhealth.com.tw/library/260.html
泌尿科,攝護腺肥大,https://kb.commonhealth.com.tw/library/271.html
泌尿科,陽痿,https://kb.commonhealth.com.tw/library/272.html
泌尿科,膀胱癌,https://kb.commonhealth.com.tw/library/273.html
家庭醫學科,陰道分泌物變多,https://kb.commonhealth.com.tw/library/51.html
家庭醫學科,咳嗽：急性咳嗽,https://kb.commonhealth.com.tw/library/60.html
家庭醫學科,月經不規則,https://kb.commonhealth.com.tw/library/65.html
家庭醫學科,肚子痛,https://kb.commonhealth.com.tw/library/70.html
家庭醫學科,血尿,https://kb.commonhealth.com.tw/library/79.html
家庭醫學科,非經期出血,https://kb.commonhealth.com.tw/library/81.html
家庭醫學科,慢性咳嗽,https://kb.commonhealth.com.tw/library/89.html
家庭醫學科,黃疸,https://kb.commonhealth.com.tw/library/93.html
家庭醫學科,小便疼痛,https://kb.commonhealth.com.tw/library/114.html
家庭醫學科,手麻或腳麻,https://kb.commonhealth.com.tw/library/118.html
營養科,減重飲食：低醣飲食（阿金飲食）,https://kb.commonhealth.com.tw/library/300.html
營養科,減重飲食：低卡飲食、低熱量飲食（LCD）,https://kb.commonhealth.com.tw/library/301.html
營養科,減重飲食：極低卡飲食、極低熱量飲食（VLCD）,https://kb.commonhealth.com.tw/library/302.html
營養科,減重飲食：極低脂飲食,https://kb.commonhealth.com.tw/library/303.html
營養科,腎臟病飲食：減磷飲食,https://kb.commonhealth.com.tw/library/304.html
營養科,高血壓飲食：限鈉飲食、低鈉飲食,https://kb.commonhealth.com.tw/library/305.html
營養科,高血壓飲食：飲食少油,https://kb.commonhealth.com.tw/library/306.html
營養科,高血壓飲食：飲食少鹽,https://kb.commonhealth.com.tw/library/307.html
營養科,得舒飲食（DASH飲食計畫）,https://kb.commonhealth.com.tw/library/308.html
營養科,高血壓飲食：飲食多蔬果,https://kb.commonhealth.com.tw/library/309.html
營養科,高血壓飲食：飲食少加工食品,https://kb.commonhealth.com.tw/library/310.html
營養科,高血壓飲食：飲食多高纖食物,https://kb.commonhealth.com.tw/library/324.html
復健科,直排輪,https://kb.commonhealth.com.tw/library/319.html
復健科,日常微運動：平常辦公,https://kb.commonhealth.com.tw/library/320.html
復健科,日常微運動：洗碗,https://kb.commonhealth.com.tw/library/321.html
復健科,羽毛球,https://kb.commonhealth.com.tw/library/322.html
復健科,籃球,https://kb.commonhealth.com.tw/library/323.html
復健科,日常微運動：家庭園藝,https://kb.commonhealth.com.tw/library/326.html
復健科,日常微運動：煮飯,https://kb.commonhealth.com.tw/library/327.html
復健科,日常微運動：開車,https://kb.commonhealth.com.tw/library/328.html
營養科,β-胡蘿蔔素,https://kb.commonhealth.com.tw/library/311.html
營養科,反式脂肪,https://kb.commonhealth.com.tw/library/312.html
營養科,鋅,https://kb.commonhealth.com.tw/library/313.html
營養科,支鏈澱粉,https://kb.commonhealth.com.tw/library/314.html
營養科,菊糖,https://kb.commonhealth.com.tw/library/315.html
營養科,木糖醇,https://kb.commonhealth.com.tw/library/316.html
營養科,山梨糖醇,https://kb.commonhealth.com.tw/library/317.html
營養科,赤藻糖醇,https://kb.commonhealth.com.tw/library/318.html
營養科,維生素D,https://kb.commonhealth.com.tw/library/407.html
營養科,維生素C,https://kb.commonhealth.com.tw/library/408.html
營養科,鈣,https://kb.commonhealth.com.tw/library/409.html
營養科,葉黃素,https://kb.commonhealth.com.tw/library/410.html
乳房特診,三陰性乳癌,https://kb.commonhealth.com.tw/library/3.html
乳房特診,乳癌,https://kb.commonhealth.com.tw/library/4.html
乳房特診,乳房腫塊,https://kb.commonhealth.com.tw/library/337.html
乳房特診,乳房疼痛,https://kb.commonhealth.com.tw/library/346.html
乳房特診,男性女乳症,https://kb.commonhealth.com.tw/library/347.html
乳房特診,乳房纖維囊腫,https://kb.commonhealth.com.tw/library/348.html
乳房特診,不正常分泌乳汁,https://kb.commonhealth.com.tw/library/349.html
乳房特診,乳腺炎,https://kb.commonhealth.com.tw/library/350.html
乳房特診,淋巴水腫,https://kb.commonhealth.com.tw/library/351.html
婦產科,子宮內膜癌,https://kb.commonhealth.com.tw/library/15.html
婦產科,子宮內膜異位症,https://kb.commonhealth.com.tw/library/56.html
婦產科,子宮肌瘤,https://kb.commonhealth.com.tw/library/57.html
婦產科,非經期出血,https://kb.commonhealth.com.tw/library/81.html
婦產科,子宮脫垂,https://kb.commonhealth.com.tw/library/107.html
婦產科,子宮肌腺症,https://kb.commonhealth.com.tw/library/108.html
婦產科,卵巢囊腫,https://kb.commonhealth.com.tw/library/53.html
婦產科,卵巢癌,https://kb.commonhealth.com.tw/library/54.html
婦產科,多囊性卵巢症候群,https://kb.commonhealth.com.tw/library/55.html
婦產科,女性更年期,https://kb.commonhealth.com.tw/library/64.html
婦產科,月經不規則,https://kb.commonhealth.com.tw/library/65.html
婦產科,經痛,https://kb.commonhealth.com.tw/library/200.html
感染科,菜花,https://kb.commonhealth.com.tw/library/58.html
感染科,披衣菌性病,https://kb.commonhealth.com.tw/library/63.html
感染科,泌尿道感染,https://kb.commonhealth.com.tw/library/67.html
感染科,生殖器疱疹,https://kb.commonhealth.com.tw/library/128.html
感染科,梅毒,https://kb.commonhealth.com.tw/library/176.html
感染科,淋病,https://kb.commonhealth.com.tw/library/181.html
感染科,陰道滴蟲感染,https://kb.commonhealth.com.tw/library/220.html
感染科,愛滋病,https://kb.commonhealth.com.tw/library/336.html
