category,disease,url,website
肝膽腸胃科,幽門螺旋桿菌感染,https://kb.commonhealth.com.tw/library/59.html,commonhealth
腎臟內科,多囊性腎病,https://kb.commonhealth.com.tw/library/11.html,commonhealth
腎臟內科,尿路結石,https://kb.commonhealth.com.tw/library/18.html,commonhealth
腎臟內科,急性腎損傷,https://kb.commonhealth.com.tw/library/61.html,commonhealth
腎臟內科,尿毒症,https://kb.commonhealth.com.tw/library/66.html,commonhealth
腎臟內科,泌尿道感染,https://kb.commonhealth.com.tw/library/67.html,commonhealth
腎臟內科,血尿,https://kb.commonhealth.com.tw/library/79.html,commonhealth
腎臟內科,痛風腎病變,https://kb.commonhealth.com.tw/library/109.html,commonhealth
腎臟內科,腎臟異位瘤,https://kb.commonhealth.com.tw/library/110.html,commonhealth
腎臟內科,腎囊腫,https://kb.commonhealth.com.tw/library/111.html,commonhealth
腎臟內科,腎臟癌,https://kb.commonhealth.com.tw/library/112.html,commonhealth
腎臟內科,間質性腎炎,https://kb.commonhealth.com.tw/library/115.html,commonhealth
腎臟內科,高血壓腎病變,https://kb.commonhealth.com.tw/library/117.html,commonhealth
婦產科,三陰性乳癌,https://kb.commonhealth.com.tw/library/3.html,commonhealth
婦產科,乳癌,https://kb.commonhealth.com.tw/library/4.html,commonhealth
婦產科,子宮內膜癌,https://kb.commonhealth.com.tw/library/15.html,commonhealth
婦產科,陰道分泌物變多,https://kb.commonhealth.com.tw/library/51.html,commonhealth
婦產科,卵巢囊腫,https://kb.commonhealth.com.tw/library/53.html,commonhealth
婦產科,卵巢癌,https://kb.commonhealth.com.tw/library/54.html,commonhealth
婦產科,多囊性卵巢症候群,https://kb.commonhealth.com.tw/library/55.html,commonhealth
婦產科,子宮內膜異位症,https://kb.commonhealth.com.tw/library/56.html,commonhealth
婦產科,子宮肌瘤,https://kb.commonhealth.com.tw/library/57.html,commonhealth
婦產科,菜花,https://kb.commonhealth.com.tw/library/58.html,commonhealth
婦產科,性早熟,https://kb.commonhealth.com.tw/library/62.html,commonhealth
骨科,半月板破裂,https://kb.commonhealth.com.tw/library/52.html,commonhealth
骨科,旋轉肌袖症候群,https://kb.commonhealth.com.tw/library/72.html,commonhealth
骨科,足底筋膜炎,https://kb.commonhealth.com.tw/library/80.html,commonhealth
骨科,落枕,https://kb.commonhealth.com.tw/library/113.html,commonhealth
骨科,手麻或腳麻,https://kb.commonhealth.com.tw/library/118.html,commonhealth
骨科,手抖或腳抖,https://kb.commonhealth.com.tw/library/119.html,commonhealth
骨科,類風濕性關節炎,https://kb.commonhealth.com.tw/library/120.html,commonhealth
骨科,頸椎退化性關節炎,https://kb.commonhealth.com.tw/library/121.html,commonhealth
骨科,肌筋膜疼痛症候群,https://kb.commonhealth.com.tw/library/122.html,commonhealth
骨科,骨質疏鬆症,https://kb.commonhealth.com.tw/library/123.html,commonhealth
骨科,鈣化性肌腱炎,https://kb.commonhealth.com.tw/library/124.html,commonhealth
骨科,脊椎壓迫性骨折,https://kb.commonhealth.com.tw/library/125.html,commonhealth
神經內科,出血性腦中風,https://kb.commonhealth.com.tw/library/8.html,commonhealth
神經內科,腦瘤,https://kb.commonhealth.com.tw/library/42.html,commonhealth
神經內科,脊髓小腦萎縮症,https://kb.commonhealth.com.tw/library/127.html,commonhealth
神經內科,缺血性腦中風,https://kb.commonhealth.com.tw/library/129.html,commonhealth
神經內科,記憶力變差,https://kb.commonhealth.com.tw/library/130.html,commonhealth
神經內科,昏倒,https://kb.commonhealth.com.tw/library/131.html,commonhealth
神經內科,非特異性頭暈,https://kb.commonhealth.com.tw/library/134.html,commonhealth
神經內科,動脈瘤,https://kb.commonhealth.com.tw/library/135.html,commonhealth
神經內科,腦動靜脈畸形,https://kb.commonhealth.com.tw/library/136.html,commonhealth
神經內科,暈眩,https://kb.commonhealth.com.tw/library/141.html,commonhealth
神經內科,顏面神經麻痺,https://kb.commonhealth.com.tw/library/143.html,commonhealth
牙科,口腔癌,https://kb.commonhealth.com.tw/library/10.html,commonhealth
牙科,嘴破,https://kb.commonhealth.com.tw/library/138.html,commonhealth
牙科,蛀牙,https://kb.commonhealth.com.tw/library/139.html,commonhealth
牙科,植體周圍炎,https://kb.commonhealth.com.tw/library/140.html,commonhealth
牙科,牙周炎,https://kb.commonhealth.com.tw/library/144.html,commonhealth
牙科,牙周病,https://kb.commonhealth.com.tw/library/145.html,commonhealth
牙科,牙髓炎,https://kb.commonhealth.com.tw/library/146.html,commonhealth
牙科,牙齦炎,https://kb.commonhealth.com.tw/library/147.html,commonhealth
牙科,牙齦紅腫,https://kb.commonhealth.com.tw/library/150.html,commonhealth
牙科,牙痛,https://kb.commonhealth.com.tw/library/151.html,commonhealth
牙科,敏感性牙齒,https://kb.commonhealth.com.tw/library/152.html,commonhealth
牙科,疱疹性齦口炎,https://kb.commonhealth.com.tw/library/171.html,commonhealth
眼科,眼中風,https://kb.commonhealth.com.tw/library/86.html,commonhealth
眼科,視網膜剝離,https://kb.commonhealth.com.tw/library/88.html,commonhealth
眼科,老花眼,https://kb.commonhealth.com.tw/library/91.html,commonhealth
眼科,假性近視,https://kb.commonhealth.com.tw/library/92.html,commonhealth
眼科,過敏性結膜炎,https://kb.commonhealth.com.tw/library/94.html,commonhealth
眼科,乾眼症,https://kb.commonhealth.com.tw/library/98.html,commonhealth
眼科,飛蚊症,https://kb.commonhealth.com.tw/library/100.html,commonhealth
眼科,兒童弱視,https://kb.commonhealth.com.tw/library/101.html,commonhealth
眼科,白內障,https://kb.commonhealth.com.tw/library/103.html,commonhealth
眼科,針眼,https://kb.commonhealth.com.tw/library/104.html,commonhealth
眼科,青光眼,https://kb.commonhealth.com.tw/library/105.html,commonhealth
眼科,黃斑部病變,https://kb.commonhealth.com.tw/library/106.html,commonhealth
耳鼻喉科,鼻咽癌,https://kb.commonhealth.com.tw/library/50.html,commonhealth
耳鼻喉科,流行性感冒,https://kb.commonhealth.com.tw/library/68.html,commonhealth
耳鼻喉科,類流感,https://kb.commonhealth.com.tw/library/90.html,commonhealth
耳鼻喉科,一般感冒,https://kb.commonhealth.com.tw/library/97.html,commonhealth
耳鼻喉科,異物卡進耳道,https://kb.commonhealth.com.tw/library/149.html,commonhealth
耳鼻喉科,嗅覺異常,https://kb.commonhealth.com.tw/library/153.html,commonhealth
耳鼻喉科,小唾液腺囊腫,https://kb.commonhealth.com.tw/library/154.html,commonhealth
耳鼻喉科,先天性聽力障礙,https://kb.commonhealth.com.tw/library/155.html,commonhealth
耳鼻喉科,唾液腺結石,https://kb.commonhealth.com.tw/library/156.html,commonhealth
耳鼻喉科,耳中風,https://kb.commonhealth.com.tw/library/157.html,commonhealth
耳鼻喉科,聲音沙啞,https://kb.commonhealth.com.tw/library/164.html,commonhealth
耳鼻喉科,聲帶結節,https://kb.commonhealth.com.tw/library/165.html,commonhealth
皮膚科,帶狀疱疹,https://kb.commonhealth.com.tw/library/137.html,commonhealth
皮膚科,香港腳,https://kb.commonhealth.com.tw/library/233.html,commonhealth
皮膚科,皺紋,https://kb.commonhealth.com.tw/library/234.html,commonhealth
皮膚科,痣,https://kb.commonhealth.com.tw/library/235.html,commonhealth
皮膚科,脂漏性皮膚炎,https://kb.commonhealth.com.tw/library/236.html,commonhealth
皮膚科,乾癬,https://kb.commonhealth.com.tw/library/237.html,commonhealth
皮膚科,異位性皮膚炎,https://kb.commonhealth.com.tw/library/238.html,commonhealth
皮膚科,頭皮屑,https://kb.commonhealth.com.tw/library/239.html,commonhealth
皮膚科,濕疹,https://kb.commonhealth.com.tw/library/240.html,commonhealth
皮膚科,曬傷,https://kb.commonhealth.com.tw/library/241.html,commonhealth
皮膚科,蕁麻疹,https://kb.commonhealth.com.tw/library/242.html,commonhealth
皮膚科,皮膚癌,https://kb.commonhealth.com.tw/library/243.html,commonhealth
精神科,自閉症,https://kb.commonhealth.com.tw/library/367.html,commonhealth
精神科,強迫症,https://kb.commonhealth.com.tw/library/368.html,commonhealth
精神科,厭食症,https://kb.commonhealth.com.tw/library/369.html,commonhealth
精神科,創傷後壓力症候群,https://kb.commonhealth.com.tw/library/370.html,commonhealth
精神科,注意力不足過動症,https://kb.commonhealth.com.tw/library/371.html,commonhealth
精神科,妥瑞氏症,https://kb.commonhealth.com.tw/library/372.html,commonhealth
精神科,焦慮症,https://kb.commonhealth.com.tw/library/373.html,commonhealth
精神科,產後憂鬱症,https://kb.commonhealth.com.tw/library/374.html,commonhealth
精神科,幽閉恐懼症,https://kb.commonhealth.com.tw/library/375.html,commonhealth
精神科,社交焦慮症,https://kb.commonhealth.com.tw/library/376.html,commonhealth
精神科,亞斯伯格症,https://kb.commonhealth.com.tw/library/377.html,commonhealth
精神科,情緒障礙,https://kb.commonhealth.com.tw/library/378.html,commonhealth
泌尿科,尿路結石,https://kb.commonhealth.com.tw/library/18.html,commonhealth
泌尿科,攝護腺癌,https://kb.commonhealth.com.tw/library/26.html,commonhealth
泌尿科,泌尿道感染,https://kb.commonhealth.com.tw/library/67.html,commonhealth
泌尿科,血尿,https://kb.commonhealth.com.tw/library/79.html,commonhealth
泌尿科,間質性膀胱炎,https://kb.commonhealth.com.tw/library/116.html,commonhealth
泌尿科,頻尿,https://kb.commonhealth.com.tw/library/170.html,commonhealth
泌尿科,梅毒,https://kb.commonhealth.com.tw/library/176.html,commonhealth
泌尿科,淋病,https://kb.commonhealth.com.tw/library/181.html,commonhealth
泌尿科,泌尿道上皮細胞癌,https://kb.commonhealth.com.tw/library/260.html,commonhealth
泌尿科,攝護腺肥大,https://kb.commonhealth.com.tw/library/271.html,commonhealth
泌尿科,陽痿,https://kb.commonhealth.com.tw/library/272.html,commonhealth
泌尿科,膀胱癌,https://kb.commonhealth.com.tw/library/273.html,commonhealth
家庭醫學科,陰道分泌物變多,https://kb.commonhealth.com.tw/library/51.html,commonhealth
家庭醫學科,咳嗽：急性咳嗽,https://kb.commonhealth.com.tw/library/60.html,commonhealth
家庭醫學科,月經不規則,https://kb.commonhealth.com.tw/library/65.html,commonhealth
家庭醫學科,肚子痛,https://kb.commonhealth.com.tw/library/70.html,commonhealth
家庭醫學科,血尿,https://kb.commonhealth.com.tw/library/79.html,commonhealth
家庭醫學科,非經期出血,https://kb.commonhealth.com.tw/library/81.html,commonhealth
家庭醫學科,慢性咳嗽,https://kb.commonhealth.com.tw/library/89.html,commonhealth
家庭醫學科,黃疸,https://kb.commonhealth.com.tw/library/93.html,commonhealth
家庭醫學科,小便疼痛,https://kb.commonhealth.com.tw/library/114.html,commonhealth
家庭醫學科,手麻或腳麻,https://kb.commonhealth.com.tw/library/118.html,commonhealth
營養科,減重飲食：低醣飲食（阿金飲食）,https://kb.commonhealth.com.tw/library/300.html,commonhealth
營養科,減重飲食：低卡飲食、低熱量飲食（LCD）,https://kb.commonhealth.com.tw/library/301.html,commonhealth
營養科,減重飲食：極低卡飲食、極低熱量飲食（VLCD）,https://kb.commonhealth.com.tw/library/302.html,commonhealth
營養科,減重飲食：極低脂飲食,https://kb.commonhealth.com.tw/library/303.html,commonhealth
營養科,腎臟病飲食：減磷飲食,https://kb.commonhealth.com.tw/library/304.html,commonhealth
營養科,高血壓飲食：限鈉飲食、低鈉飲食,https://kb.commonhealth.com.tw/library/305.html,commonhealth
營養科,高血壓飲食：飲食少油,https://kb.commonhealth.com.tw/library/306.html,commonhealth
營養科,高血壓飲食：飲食少鹽,https://kb.commonhealth.com.tw/library/307.html,commonhealth
營養科,得舒飲食（DASH飲食計畫）,https://kb.commonhealth.com.tw/library/308.html,commonhealth
營養科,高血壓飲食：飲食多蔬果,https://kb.commonhealth.com.tw/library/309.html,commonhealth
營養科,高血壓飲食：飲食少加工食品,https://kb.commonhealth.com.tw/library/310.html,commonhealth
營養科,高血壓飲食：飲食多高纖食物,https://kb.commonhealth.com.tw/library/324.html,commonhealth
復健科,直排輪,https://kb.commonhealth.com.tw/library/319.html,commonhealth
復健科,日常微運動：平常辦公,https://kb.commonhealth.com.tw/library/320.html,commonhealth
復健科,日常微運動：洗碗,https://kb.commonhealth.com.tw/library/321.html,commonhealth
復健科,羽毛球,https://kb.commonhealth.com.tw/library/322.html,commonhealth
復健科,籃球,https://kb.commonhealth.com.tw/library/323.html,commonhealth
復健科,日常微運動：家庭園藝,https://kb.commonhealth.com.tw/library/326.html,commonhealth
復健科,日常微運動：煮飯,https://kb.commonhealth.com.tw/library/327.html,commonhealth
復健科,日常微運動：開車,https://kb.commonhealth.com.tw/library/328.html,commonhealth
營養科,β-胡蘿蔔素,https://kb.commonhealth.com.tw/library/311.html,commonhealth
營養科,反式脂肪,https://kb.commonhealth.com.tw/library/312.html,commonhealth
營養科,鋅,https://kb.commonhealth.com.tw/library/313.html,commonhealth
營養科,支鏈澱粉,https://kb.commonhealth.com.tw/library/314.html,commonhealth
營養科,菊糖,https://kb.commonhealth.com.tw/library/315.html,commonhealth
營養科,木糖醇,https://kb.commonhealth.com.tw/library/316.html,commonhealth
營養科,山梨糖醇,https://kb.commonhealth.com.tw/library/317.html,commonhealth
營養科,赤藻糖醇,https://kb.commonhealth.com.tw/library/318.html,commonhealth
營養科,維生素D,https://kb.commonhealth.com.tw/library/407.html,commonhealth
營養科,維生素C,https://kb.commonhealth.com.tw/library/408.html,commonhealth
營養科,鈣,https://kb.commonhealth.com.tw/library/409.html,commonhealth
營養科,葉黃素,https://kb.commonhealth.com.tw/library/410.html,commonhealth
乳房特診,三陰性乳癌,https://kb.commonhealth.com.tw/library/3.html,commonhealth
乳房特診,乳癌,https://kb.commonhealth.com.tw/library/4.html,commonhealth
乳房特診,乳房腫塊,https://kb.commonhealth.com.tw/library/337.html,commonhealth
乳房特診,乳房疼痛,https://kb.commonhealth.com.tw/library/346.html,commonhealth
乳房特診,男性女乳症,https://kb.commonhealth.com.tw/library/347.html,commonhealth
乳房特診,乳房纖維囊腫,https://kb.commonhealth.com.tw/library/348.html,commonhealth
乳房特診,不正常分泌乳汁,https://kb.commonhealth.com.tw/library/349.html,commonhealth
乳房特診,乳腺炎,https://kb.commonhealth.com.tw/library/350.html,commonhealth
乳房特診,淋巴水腫,https://kb.commonhealth.com.tw/library/351.html,commonhealth
婦產科,子宮內膜癌,https://kb.commonhealth.com.tw/library/15.html,commonhealth
婦產科,子宮內膜異位症,https://kb.commonhealth.com.tw/library/56.html,commonhealth
婦產科,子宮肌瘤,https://kb.commonhealth.com.tw/library/57.html,commonhealth
婦產科,非經期出血,https://kb.commonhealth.com.tw/library/81.html,commonhealth
婦產科,子宮脫垂,https://kb.commonhealth.com.tw/library/107.html,commonhealth
婦產科,子宮肌腺症,https://kb.commonhealth.com.tw/library/108.html,commonhealth
婦產科,卵巢囊腫,https://kb.commonhealth.com.tw/library/53.html,commonhealth
婦產科,卵巢癌,https://kb.commonhealth.com.tw/library/54.html,commonhealth
婦產科,多囊性卵巢症候群,https://kb.commonhealth.com.tw/library/55.html,commonhealth
婦產科,女性更年期,https://kb.commonhealth.com.tw/library/64.html,commonhealth
婦產科,月經不規則,https://kb.commonhealth.com.tw/library/65.html,commonhealth
婦產科,經痛,https://kb.commonhealth.com.tw/library/200.html,commonhealth
感染科,菜花,https://kb.commonhealth.com.tw/library/58.html,commonhealth
感染科,披衣菌性病,https://kb.commonhealth.com.tw/library/63.html,commonhealth
感染科,泌尿道感染,https://kb.commonhealth.com.tw/library/67.html,commonhealth
感染科,生殖器疱疹,https://kb.commonhealth.com.tw/library/128.html,commonhealth
感染科,梅毒,https://kb.commonhealth.com.tw/library/176.html,commonhealth
感染科,淋病,https://kb.commonhealth.com.tw/library/181.html,commonhealth
感染科,陰道滴蟲感染,https://kb.commonhealth.com.tw/library/220.html,commonhealth
感染科,愛滋病,https://kb.commonhealth.com.tw/library/336.html,commonhealth
血液腫瘤科,便祕、腹瀉、血便是大腸癌？３症狀速就醫，早期存活率達９成！,https://gooddoctorweb.com/post/1292,nowhealth
血液腫瘤科,咳嗽超過２週小心肺癌！８種人沒抽菸也要注意６症狀。,https://gooddoctorweb.com/post/1257,nowhealth
血液腫瘤科,癌症飲食不能吃糖？專家指１例外，５妙招促進食慾助抗癌！,https://gooddoctorweb.com/post/1251,nowhealth
血液腫瘤科,喉嚨痛久當心食道癌！醫指２關鍵跡象，愛喝熱咖啡要小心。,https://gooddoctorweb.com/post/1245,nowhealth
血液腫瘤科,十大癌症最新統計！最新癌症人數增加逾五千人！務必定期做四篩檢,https://gooddoctorweb.com/post/1219,nowhealth
血液腫瘤科,胸部摸到硬塊是乳癌嗎？醫指常見症狀：盡早檢查但不必恐慌。,https://gooddoctorweb.com/post/1185,nowhealth
血液腫瘤科,女常腹脹、腹痛婦產科也要看！醫：慎防卵巢癌，６族群更要注意。,https://gooddoctorweb.com/post/1168,nowhealth
血液腫瘤科,沒抽菸也會得肺癌！醫指３大風險，油煙、精油等都要注意！,https://gooddoctorweb.com/post/1116,nowhealth
血液腫瘤科,手指不明黑點小心皮膚癌！醫指５徵兆惡性高盡早檢查。,https://gooddoctorweb.com/post/981,nowhealth
血液腫瘤科,胰臟癌難發現、進展快、高死亡！醫指癌王６特性：風險族群定期檢查！,https://gooddoctorweb.com/post/973,nowhealth
血液腫瘤科,沒抽菸也會得肺癌！遠離二手菸害，認識肺癌7警訊！顧肺4招不可少,https://gooddoctorweb.com/post/864,nowhealth
血液腫瘤科,29歲燒聲竟喉癌癌前病變　醫：燒聲、喉嚨痛兩週未好速就醫,https://gooddoctorweb.com/post/818,nowhealth
血液腫瘤科,3症狀當心胃癌前病變！吳文傑醫師：7危險因子要注意,https://gooddoctorweb.com/post/802,nowhealth
血液腫瘤科,前主播揪出０期肺腺癌！沒抽菸也會得，留意５不明顯症狀。,https://gooddoctorweb.com/post/696,nowhealth
血液腫瘤科,喉嚨痛是感染？胃病？癌症？醫：同處２周沒好盡早檢查！,https://gooddoctorweb.com/post/679,nowhealth
血液腫瘤科,婦自認健康卻驚見乳癌　乳房檢查6大風險族群更要做！,https://gooddoctorweb.com/post/678,nowhealth
血液腫瘤科,肚子痛竟是肝癌警訊？晚期肝癌難發現！醫師：高風險族群務必定期追蹤,https://gooddoctorweb.com/post/652,nowhealth
血液腫瘤科,口腔癌５成確診已晚期？醫：傷口２週不癒等症狀盡早就醫！,https://gooddoctorweb.com/post/627,nowhealth
血液腫瘤科,年輕乳癌增加！朱俐靜39歲確診　醫籲：30歲起定期篩檢可降4成死亡率,https://gooddoctorweb.com/post/589,nowhealth
血液腫瘤科,怕染疫不做篩檢？大腸癌無症狀　當心早期拖成晚期！,https://gooddoctorweb.com/post/585,nowhealth
血液腫瘤科,血尿不會痛要不要緊？醫：8成膀胱癌會出現，相關症狀速就醫！,https://gooddoctorweb.com/post/578,nowhealth
血液腫瘤科,腸癌居首、肺癌激增　十大癌症最新統計，專家：４篩檢做好做滿,https://gooddoctorweb.com/post/573,nowhealth
血液腫瘤科,胃癌日奪6.5條人命　吃不下消化不良是前兆！醫籲風險族群及早照胃鏡,https://gooddoctorweb.com/post/570,nowhealth
血液腫瘤科,大腸直腸癌地圖公佈：雲嘉南發生率和第四期最多！醫師點名5種錯誤飲食習慣,https://gooddoctorweb.com/post/563,nowhealth
血液腫瘤科,肝癌統計顯示南臺灣最多？醫勸：出現６症狀速就醫,https://gooddoctorweb.com/post/560,nowhealth
血液腫瘤科,罹癌是因為運氣不好？醫指３大原因，了解自己更有助防癌。,https://gooddoctorweb.com/post/553,nowhealth
血液腫瘤科,肺癌只能單用標靶或免疫？組合治療分進合擊　老翁7公分腫瘤消失,https://gooddoctorweb.com/post/545,nowhealth
血液腫瘤科,壓力大害乳癌淋巴轉移！原本最多剩2年合併療法幫她續命,https://gooddoctorweb.com/post/519,nowhealth
血液腫瘤科,血癌有得治？認識急性骨髓性白血病4警訊：疲倦、發燒、出血、骨頭疼痛,https://gooddoctorweb.com/post/517,nowhealth
血液腫瘤科,HER2陽性乳癌易轉移、復發？醫籲預防性治療、術後輔助治療很重要,https://gooddoctorweb.com/post/512,nowhealth
血液腫瘤科,三陰性乳癌治療契機！正確面對三陰性乳癌,https://gooddoctorweb.com/post/511,nowhealth
血液腫瘤科,三陰性乳癌術後三年易復發？現今治療趨勢,https://gooddoctorweb.com/post/510,nowhealth
血液腫瘤科,三陰性乳癌有什麼特性？乳房篩檢怎麼選擇？,https://gooddoctorweb.com/post/509,nowhealth
血液腫瘤科,確診乳癌一定要切乳房嗎？該選擇哪一種重建手術才好？,https://gooddoctorweb.com/post/499,nowhealth
血液腫瘤科,年輕人得大腸癌比較危險？醫師籲及早檢查避免發現就晚期,https://gooddoctorweb.com/post/491,nowhealth
血液腫瘤科,三陰性乳癌晚期先化療再手術？鄭翠芬醫師：增加手術機會及乳房保留機會,https://gooddoctorweb.com/post/487,nowhealth
血液腫瘤科,三陰性乳癌早期確診治療存活率高？要注意哪些家族史？鄭翠芬醫師：定期檢查最重要,https://gooddoctorweb.com/post/486,nowhealth
血液腫瘤科,三陰性乳癌與其他乳癌有何不同？鄭翠芬醫師：治療選擇少風險高,https://gooddoctorweb.com/post/485,nowhealth
血液腫瘤科,大腸癌一定要化療？先認識「免疫評分」,https://gooddoctorweb.com/post/478,nowhealth
血液腫瘤科,年輕型乳癌難察覺死亡率高？醫師籲遠離風險因子多運動,https://gooddoctorweb.com/post/477,nowhealth
血液腫瘤科,防女性十大癌症之首：乳癌　醫：有年輕化趨勢，３種人更要定期檢查,https://gooddoctorweb.com/post/475,nowhealth
血液腫瘤科,三陰性乳癌有哪些治療選擇？晚期治療失敗後還有哪些希望？,https://gooddoctorweb.com/post/463,nowhealth
血液腫瘤科,三陰性乳癌與遺傳有關？轉移和復發風險比較高？,https://gooddoctorweb.com/post/462,nowhealth
血液腫瘤科,三陰性乳癌是什麼？好發年齡以及治療預後如何？,https://gooddoctorweb.com/post/461,nowhealth
血液腫瘤科,皮膚長痣是皮膚癌嗎？醫教簡單３招自我檢測！,https://gooddoctorweb.com/post/444,nowhealth
血液腫瘤科,黑豹查德威克43歲大腸癌逝世！大腸癌年輕族群少警覺？醫籲：勿拖到有症狀才檢查,https://gooddoctorweb.com/post/422,nowhealth
血液腫瘤科,腸癌免化療？！ 不靠偏方，靠免疫評分！,https://gooddoctorweb.com/post/414,nowhealth
血液腫瘤科,沒抽菸也要小心肺癌　醫：５０％患者無抽菸習慣，久咳等症狀速就醫,https://gooddoctorweb.com/post/409,nowhealth
血液腫瘤科,久咳不癒竟可能是肺癌徵兆？醫：超過２～３週等情況應盡早檢查,https://gooddoctorweb.com/post/392,nowhealth
血液腫瘤科,乳癌最怕驗出三陰性？化療易復發難活兩年？劉良智醫師：化療加免疫是新希望,https://gooddoctorweb.com/post/370,nowhealth
血液腫瘤科,發現三陰性乳癌可用免疫治療？劉良智醫師：先驗PD-L1陽性效果佳,https://gooddoctorweb.com/post/369,nowhealth
血液腫瘤科,三陰性乳癌晚期轉移治療難？劉良智醫師：用對免疫治療助延長存活,https://gooddoctorweb.com/post/368,nowhealth
血液腫瘤科,確診三陰性乳癌更要積極治療？劉良智醫師：化療加免疫是目前最好,https://gooddoctorweb.com/post/367,nowhealth
血液腫瘤科,長息肉會罹癌嗎？專家：置之不理可能癌變，高風險族群要注意,https://gooddoctorweb.com/post/366,nowhealth
血液腫瘤科,十大癌症之首大腸癌可預防，國健署：50歲起定期篩檢降死亡風險,https://gooddoctorweb.com/post/360,nowhealth
血液腫瘤科,不明原因發燒咳嗽注意！濾泡性淋巴癌變化大，快速復發存活恐剩五成,https://gooddoctorweb.com/post/312,nowhealth
血液腫瘤科,口腔癌年奪3000命9成為青壯男，嘴破超過2周、口腔腫脹麻木莫輕忽，早期檢查是存活關鍵,https://gooddoctorweb.com/post/284,nowhealth
血液腫瘤科,三陰性乳癌曙光：免疫治療新武器，所有三陰性病友皆適用？最好先驗哪些抗體？,https://gooddoctorweb.com/post/280,nowhealth
血液腫瘤科,三陰性乳癌治療選項，哪一種最適合我？陳訓徹醫師：找到適合藥物治療愈早愈好,https://gooddoctorweb.com/post/279,nowhealth
血液腫瘤科,三陰性乳癌分4種？分子型態大不同？陳訓徹醫師：先測基因找對治療武器,https://gooddoctorweb.com/post/278,nowhealth
血液腫瘤科,大腸癌有辦法在初期就發現？醫：有跡可循，出現這些症狀多加留意,https://gooddoctorweb.com/post/257,nowhealth
血液腫瘤科,卵巢癌關鍵：排卵過勞加月經倒流，醫籲多生育吃對避孕藥可降80%風險,https://gooddoctorweb.com/post/222,nowhealth
血液腫瘤科,發生率第一的女性癌症：乳癌，血腫科醫師李楊成教自我檢查早期發現。,https://gooddoctorweb.com/post/207,nowhealth
